"gene" "CHROM" "Parallelism" "isShifting" "isPartiallyParallel" "isFullyParallel" "Parallel_category" "Annotation" "Putative_impact" "logFC" "abs_logFC" "significant_sg_pool" "highest_sg_pool" "significant_de_pool" "highest_de_pool" "common_pool" "hub_gene" "module_gene" "gene_chr" "gene_start" "gene_end" "net_selection" "direct_selection" "diff_selection" "log_net_selection" "log_direct_selection" "eQTL_carrier" "eQTL_carrier_category" "eQTL_phenotype" "eQTL_phenotype_category" "hub_gene_category" "Pleiotropy" "Pleiotropy_category" "Connectivity" "Connectivity_category"
"TC013598" "TC013598" "ChLGX" 2 1 1 0 "Partial/full parallelism" "missense_variant" "MODERATE" 0.144400438431277 0.144400438431277 0 0 0 0 0 0 1 "ChLGX" 4282685 4285205 0.103812834895144 -2.78e-06 0.103815614895144 -0.983748949189446 -5.55595520408192 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC013600" "TC013600" "ChLGX" 3 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" 0.065633556483496 0.065633556483496 0 0 0 0 0 0 1 "ChLGX" 4255884 4267188 -0.007993848529949 -2.85e-06 -0.007990998529949 -2.09724408515154 -5.54515513999149 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC013602" "TC013602" "ChLGX" 4 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" 1.03854938282916 1.03854938282916 0 0 0 1 1 0 1 "ChLGX" 4239489 4245058 -0.26522995556649 8.67e-09 -0.26522996423649 -0.576377427467338 -8.06198090252379 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC013604" "TC013604" "ChLGX" 2 1 1 0 "Partial/full parallelism" "upstream_gene_variant" "MODIFIER" -0.100702281797645 0.100702281797645 0 0 0 0 0 0 1 "ChLGX" 4212408 4214773 -0.054475929848406 -5.05e-05 -0.054425429848406 -1.26379534805582 -4.29670862188134 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC013609" "TC013609" "ChLGX" 3 1 1 0 "Partial/full parallelism" "missense_variant" "MODERATE" 0.128264651148185 0.128264651148185 0 0 0 0 0 0 1 "ChLGX" 4163796 4168282 -0.106391138861218 8.68e-06 -0.106399818861218 -0.973094542190717 -5.06148027482351 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC013629" "TC013629" "ChLGX" 3 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" -0.0605449459368922 0.0605449459368922 0 0 0 0 0 0 1 "ChLGX" 3919731 3927814 -0.19121117944104 1.72e-05 -0.19122837944104 -0.718486719656052 -4.76447155309245 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC013635" "TC013635" "ChLGX" 4 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" -0.114353918238427 0.114353918238427 0 0 0 0 0 0 1 "ChLGX" 3795820 3800349 -0.169672166337539 -1.85e-05 -0.169653666337539 -0.770389395145169 -4.73282827159699 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC013689" "TC013689" "ChLG5" 1 1 0 0 "Single shift" "synonymous_variant" "LOW" 0.0704105353342999 0.0704105353342999 0 0 0 0 0 0 1 "ChLG5" 7373381 7379734 -0.170307529538462 3.34e-06 -0.170310869538462 -0.768766150835298 -5.47625353318844 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC013709" "TC013709" "ChLG5" 1 1 0 0 "Single shift" "missense_variant" "MODERATE" -0.280215479033842 0.280215479033842 0 0 0 0 0 0 1 "ChLG5" 6902693 6903571 -1.58553501781401 -2.4e-06 -1.58553261781401 0.200175838211389 -5.61978875828839 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC013742" "TC013742" "ChLG5" 3 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" -0.199088500388995 0.199088500388995 1 1 0 0 1 1 0 "ChLG5" 6106013 6112988 -0.90984065543841 -8.67e-05 -0.90975395543841 -0.0410346610012562 -4.06198090252379 0 "Other" 0 "Other" "Hub gene" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC013747" "TC013747" "ChLG5" 1 1 0 0 "Single shift" "upstream_gene_variant" "MODIFIER" 0.132182438868442 0.132182438868442 0 0 0 0 0 0 1 "ChLG5" 6014152 6018627 0.044206300245605 2.98e-05 0.044176500245605 -1.35451583094697 -4.52578373592374 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC013753" "TC013753" "ChLG5" 3 1 1 0 "Partial/full parallelism" "missense_variant" "MODERATE" -0.0636793607675164 0.0636793607675164 0 0 0 0 0 1 0 "ChLG5" 5962512 5963562 -0.007887454025778 3.28e-06 -0.007890734025778 -2.10306315914675 -5.48412615628832 0 "Other" 0 "Other" "Hub gene" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC013754" "TC013754" "ChLG5" 3 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" 0.0638671080781136 0.0638671080781136 0 0 0 0 0 0 1 "ChLG5" 5959593 5962276 -0.195625409175205 -7.04e-06 -0.195618369175205 -0.708574736726868 -5.15242734085789 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC013757" "TC013757" "ChLG5" 2 1 1 0 "Partial/full parallelism" "missense_variant" "MODERATE" -0.265374950480322 0.265374950480322 0 0 0 0 0 0 1 "ChLG5" 5925757 5927959 -0.098218107889154 1.09e-06 -0.098219197889154 -1.00780843653729 -5.96257350205938 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC013758" "TC013758" "ChLG5" 0 0 0 0 "No shift" "synonymous_variant" "LOW" -0.127853804636715 0.127853804636715 0 0 0 0 0 0 1 "ChLG5" 5909551 5923670 -0.568656147639468 -1.02e-05 -0.568645947639468 -0.245150261412871 -4.99139982823808 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC013762" "TC013762" "ChLG5" 2 1 1 0 "Partial/full parallelism" "missense_variant" "MODERATE" -0.108004694871438 0.108004694871438 0 0 0 0 0 0 1 "ChLG5" 5813539 5823994 -0.089457593387801 -5.99e-07 -0.089456994387801 -1.04838278951298 -6.22257317761069 1 "eQTL carrier" 0 "Other" "Other" 5 "Pleiotropic eQTL carrier" 0 "Non-eQTL phenotype"
"TC013781" "TC013781" "ChLG5" 2 1 1 0 "Partial/full parallelism" "upstream_gene_variant" "MODIFIER" -0.0744582012337729 0.0744582012337729 0 0 0 0 0 0 1 "ChLG5" 5374809 5376009 0.161417921248769 5.17e-05 0.161366221248769 -0.792048249865633 -4.28650945690606 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC013782" "TC013782" "ChLG5" 3 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" 0.0873349564815043 0.0873349564815043 0 0 0 0 0 0 1 "ChLG5" 5360724 5367894 -0.092654408017605 -6.72e-07 -0.092653736017605 -1.03313391436793 -6.17263072694618 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC013789" "TC013789" "ChLG5" 3 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" -0.00537183155544865 0.00537183155544865 0 0 0 0 0 0 1 "ChLG5" 5184158 5184909 0.159031824573837 1.07e-05 0.159021124573837 -0.798515958360057 -4.97061622231479 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC013790" "TC013790" "ChLG5" 3 1 1 0 "Partial/full parallelism" "upstream_gene_variant" "MODIFIER" 0.409310739968256 0.409310739968256 0 0 0 0 0 0 1 "ChLG5" 5182629 5183195 0.014588872998129 -5.63e-06 0.014594502998129 -1.83597825639979 -5.24949160514865 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC013792" "TC013792" "ChLG5" 4 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" 0.0758102491505867 0.0758102491505867 0 0 0 0 0 0 1 "ChLG5" 5120305 5133860 -0.021039502398614 4.24e-07 -0.021039926398614 -1.67696453581543 -6.37263414340727 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC013885" "TC013885" "ChLG5" 2 1 1 0 "Partial/full parallelism" "missense_variant" "MODERATE" 0.0873308866313504 0.0873308866313504 0 0 0 0 0 0 1 "ChLG5" 2960854 2970827 0.023638565698595 4.84e-05 0.023590165698595 -1.62637887838651 -4.31515463835559 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC013894" "TC013894" "ChLG5" 3 1 1 0 "Partial/full parallelism" "missense_variant" "MODERATE" -0.0271575933169096 0.0271575933169096 0 0 0 0 0 0 1 "ChLG5" 455308 475213 -0.045803498685021 3.78e-06 -0.045807278685021 -1.33910134728946 -5.42250820016277 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC013897" "TC013897" "ChLG5" 1 1 0 0 "Single shift" "upstream_gene_variant" "MODIFIER" -0.301196346728696 0.301196346728696 0 0 0 0 0 0 1 "ChLG5" 424584 428606 -0.001564425032637 9.11e-05 -0.001655525032637 -2.80564524344278 -4.040481623027 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC013931" "TC013931" "ChLG5" 1 1 0 0 "Single shift" "synonymous_variant" "LOW" -0.0445178240115965 0.0445178240115965 0 0 0 0 0 1 0 "ChLG5" 3431169 3431737 0.712733121711359 9.3e-07 0.712732191711359 -0.147073058458226 -6.03151705144607 0 "Other" 0 "Other" "Hub gene" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC013973" "TC013973" "ChLG5" 2 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" -0.0259564743060875 0.0259564743060875 0 0 0 0 0 0 1 "ChLG5" 4167622 4170087 0.052653849428348 6.48e-06 0.052647369428348 -1.27856987282839 -5.18842499412941 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC014005" "TC014005" "ChLG5" 1 1 0 0 "Single shift" "synonymous_variant" "LOW" 0.146396915263504 0.146396915263504 0 0 0 0 0 0 1 "ChLG5" 5174201 5175380 0.236028536216244 -1.2e-06 0.236029736216244 -0.627035486978854 -5.92081875395237 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC014006" "TC014006" "ChLG5" 1 1 0 0 "Single shift" "synonymous_variant" "LOW" 0.00541149760556978 0.00541149760556978 0 0 0 0 0 0 1 "ChLG5" 5178732 5182557 0.086909081107457 1.36e-05 0.086895481107457 -1.06093484186199 -4.86646109162978 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC014007" "TC014007" "ChLG5" 0 0 0 0 "No shift" "missense_variant" "MODERATE" 0.316054806173636 0.316054806173636 0 0 0 0 0 0 1 "ChLG5" 5183525 5184113 2.01255197437361 8.68e-07 2.01255110637361 0.303747104886958 -6.06148027482351 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC014008" "TC014008" "ChLG5" 3 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" -0.0533537890366077 0.0533537890366077 0 0 0 0 0 0 1 "ChLG5" 5185450 5190167 0.057950770757059 8.04e-06 0.057942730757059 -1.23694078345687 -5.09474395125155 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC014014" "TC014014" "ChLG5" 1 1 0 0 "Single shift" "upstream_gene_variant" "MODIFIER" -0.0673950726369534 0.0673950726369534 0 0 0 0 0 0 1 "ChLG5" 5370788 5374412 0.023856533686634 -1.11e-05 0.023867633686634 -1.62239265832402 -4.95467702121334 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC014023" "TC014023" "ChLG5" 1 1 0 0 "Single shift" "synonymous_variant" "LOW" 0.124039756780172 0.124039756780172 0 0 0 0 0 1 0 "ChLG5" 5533006 5541851 0.146523711442309 -3.33e-06 0.146527041442309 -0.834092089198727 -5.47755576649368 1 "eQTL carrier" 0 "Other" "Hub gene" 1 "Single-phenotype eQTL carrier" 0 "Non-eQTL phenotype"
"TC014024" "TC014024" "ChLG5" 2 1 1 0 "Partial/full parallelism" "missense_variant" "MODERATE" -0.0695509953974602 0.0695509953974602 0 0 0 0 0 0 1 "ChLG5" 5551145 5574789 -0.067610547825957 5.02e-05 -0.067660747825957 -1.16998554510476 -4.29929628285498 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC014040" "TC014040" "ChLG5" 1 1 0 0 "Single shift" "synonymous_variant" "LOW" -0.0496611536254768 0.0496611536254768 0 0 0 0 0 0 1 "ChLG5" 5828669 5833647 -0.024484435842538 1.88e-06 -0.024486315842538 -1.61110989831496 -5.72584215073632 1 "eQTL carrier" 0 "Other" "Other" 2 "Pleiotropic eQTL carrier" 0 "Non-eQTL phenotype"
"TC014041" "TC014041" "ChLG5" 0 0 0 0 "No shift" "missense_variant" "MODERATE" -0.280275574168056 0.280275574168056 0 0 0 0 0 0 1 "ChLG5" 5840931 5853778 0.14139385451072 5.52e-07 0.14139330251072 -0.84956946614084 -6.2580609222708 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC014047" "TC014047" "ChLG5" 0 0 0 0 "No shift" "missense_variant" "MODERATE" 0.115837949115856 0.115837949115856 0 0 0 0 0 0 1 "ChLG5" 6037483 6040864 0.091389458429162 2.26e-06 0.091387198429162 -1.03910389628012 -5.6458915608526 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC014085" "TC014085" "ChLG5" 0 0 0 0 "No shift" "synonymous_variant" "LOW" -0.275501399741953 0.275501399741953 0 0 0 0 0 0 1 "ChLG5" 6949286 6950580 0.049968795969461 1.6e-05 0.049952795969461 -1.30130111503848 -4.79588001734407 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC014157" "TC014157" "ChLG5" 3 1 1 0 "Partial/full parallelism" "missense_variant" "MODERATE" -0.441904329832951 0.441904329832951 0 0 0 0 0 0 1 "ChLG5" 8221005 8223967 -0.033626118076979 1e-06 -0.033627118076979 -1.47332326634747 -6 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC014159" "TC014159" "ChLG5" 2 1 1 0 "Partial/full parallelism" "missense_variant" "MODERATE" 0.118799630353789 0.118799630353789 0 0 0 0 0 0 1 "ChLG5" 8366405 8372842 -0.202642619714191 -1.78e-05 -0.202624819714191 -0.693269208728448 -4.74957999769111 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC014163" "TC014163" "ChLG5" 4 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" 0.0901498735785872 0.0901498735785872 0 0 0 0 0 0 1 "ChLG5" 8504378 8506549 0.24252616223509 2.84e-05 0.24249776223509 -0.615241405509247 -4.54668165995296 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC014166" "TC014166" "ChLG5" 1 1 0 0 "Single shift" "synonymous_variant" "LOW" -0.0997841219077334 0.0997841219077334 0 0 0 0 0 0 1 "ChLG5" 8513165 8514860 0.111490011265807 -2.74e-06 0.111492751265807 -0.952764040655867 -5.56224943717961 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC014167" "TC014167" "ChLGX" 3 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" -0.0329841759245157 0.0329841759245157 0 0 0 0 0 0 1 "ChLGX" 3536882 3537964 0.036497302579814 1.36e-05 0.036483702579814 -1.43773923192685 -4.86646109162978 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC014173" "TC014173" "ChLGX" 1 1 0 0 "Single shift" "synonymous_variant" "LOW" -0.0172914894608976 0.0172914894608976 0 0 0 0 0 0 1 "ChLGX" 3789071 3792197 0.029781719270319 2.91e-05 0.029752619270319 -1.52605023445289 -4.53610701101409 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC014179" "TC014179" "ChLGX" 2 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" 0.12124302225583 0.12124302225583 0 0 0 0 0 0 1 "ChLGX" 3852762 3855240 -0.231015199681447 5.75e-06 -0.231020949681447 -0.636359444693947 -5.24033215531037 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC014180" "TC014180" "ChLGX" 4 1 1 0 "Partial/full parallelism" "upstream_gene_variant" "MODIFIER" -0.0563870742571772 0.0563870742571772 0 0 0 0 0 0 1 "ChLGX" 3856182 3858710 -0.104358530487357 -6.57e-05 -0.104292830487357 -0.981472044996551 -4.18243463044022 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC014181" "TC014181" "ChLGX" 4 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" 0.123677984545861 0.123677984545861 0 0 0 0 0 0 1 "ChLGX" 3859472 3862411 -0.08519939508923 -1.77e-06 -0.08519762508923 -1.06956348868802 -5.75202673363819 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC014183" "TC014183" "ChLGX" 3 1 1 0 "Partial/full parallelism" "upstream_gene_variant" "MODIFIER" 0.0545344683214296 0.0545344683214296 0 0 0 0 0 0 1 "ChLGX" 3866047 3867408 0.708094536568784 1.17e-06 0.708093366568784 -0.149908756477842 -5.93181413825384 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC014203" "TC014203" "ChLGX" 3 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" -0.00212716455179884 0.00212716455179884 0 0 0 0 0 0 1 "ChLGX" 4134917 4138906 -0.042772149750189 -1.08e-05 -0.042761349750189 -1.36883892133117 -4.96657624451305 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC014209" "TC014209" "ChLGX" 2 1 1 0 "Partial/full parallelism" "missense_variant" "MODERATE" 0.0303612850634048 0.0303612850634048 0 0 0 0 0 0 1 "ChLGX" 4210615 4212103 0.011947962516115 4.37e-06 0.011943592516115 -1.92270614856121 -5.35951856302958 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC014210" "TC014210" "ChLGX" 1 1 0 0 "Single shift" "upstream_gene_variant" "MODIFIER" 0.0920087815948778 0.0920087815948778 0 0 0 0 0 0 1 "ChLGX" 4216294 4216945 0.068767732163814 0.000147256592037 0.068620475571777 -1.16261529767312 -3.83192525463109 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC014213" "TC014213" "ChLGX" 2 1 1 0 "Partial/full parallelism" "missense_variant" "MODERATE" -0.118845033119278 0.118845033119278 0 0 0 0 0 0 1 "ChLGX" 4304765 4306853 -0.003207498032297 -3.77e-06 -0.003203728032297 -2.49383360137948 -5.42365864979421 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC014217" "TC014217" "ChLGX" 2 1 1 0 "Partial/full parallelism" "missense_variant" "MODERATE" -0.00960095231639171 0.00960095231639171 0 0 0 0 0 0 1 "ChLGX" 4392256 4397243 0.187393500867711 7.4e-06 0.187386100867711 -0.727245475274468 -5.13076828026902 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC014226" "TC014226" "ChLGX" 1 1 0 0 "Single shift" "synonymous_variant" "LOW" -0.211901648470313 0.211901648470313 1 0 0 0 1 0 1 "ChLGX" 4476642 4492321 -0.176579833979188 -5.86e-05 -0.176521233979188 -0.753058895841337 -4.23210238398191 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC014227" "TC014227" "ChLGX" 3 1 1 0 "Partial/full parallelism" "missense_variant" "MODERATE" -0.112813346517366 0.112813346517366 0 0 0 0 0 0 1 "ChLGX" 4503839 4505448 -0.039105975213081 -1.73e-05 -0.039088675213081 -1.40775687933541 -4.7619538968712 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC014228" "TC014228" "ChLGX" 4 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" -0.0753477502367882 0.0753477502367882 0 0 0 0 0 0 1 "ChLGX" 4506461 4507607 -0.13604308965468 -4.39e-06 -0.13603869965468 -0.866323513428955 -5.35753547975788 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC014229" "TC014229" "ChLGX" 1 1 0 0 "Single shift" "upstream_gene_variant" "MODIFIER" 0.47853428725966 0.47853428725966 0 0 0 0 0 0 1 "ChLGX" 4507759 4508910 0.043760186549776 4.88e-07 0.043759698549776 -1.3589208352723 -6.31158017799729 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC014236" "TC014236" "ChLGX" 2 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" -0.0389445565334706 0.0389445565334706 0 0 0 0 0 0 1 "ChLGX" 4532814 4536028 -0.126972166192991 -5.4e-06 -0.126966766192991 -0.896291471119804 -5.26760624017703 0 "Other" 1 "eQTL phenotype" "Other" 0 "Non-eQTL carrier" 1 "Low connectivity"
"TC014248" "TC014248" "ChLG5" 2 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" -0.0406763436266995 0.0406763436266995 0 0 0 0 0 0 1 "ChLG5" 9802497 9803945 0.167583456581451 -1.99e-06 0.167585446581451 -0.775768856051831 -5.70114692359029 1 "eQTL carrier" 0 "Other" "Other" 1 "Single-phenotype eQTL carrier" 0 "Non-eQTL phenotype"
"TC014271" "TC014271" "ChLG5" 3 1 1 0 "Partial/full parallelism" "missense_variant" "MODERATE" -0.0317259738373143 0.0317259738373143 0 0 0 0 0 0 1 "ChLG5" 10116228 10119466 -0.026164610390888 3.53e-06 -0.026168140390888 -1.58228572782083 -5.45222529461218 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC014272" "TC014272" "ChLG5" 3 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" -0.0274562428196336 0.0274562428196336 0 0 0 0 0 0 1 "ChLG5" 10123193 10124016 0.320013103163611 4.31e-05 0.319970003163611 -0.494832238820261 -4.36552272983927 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC014273" "TC014273" "ChLG5" 1 1 0 0 "Single shift" "synonymous_variant" "LOW" -0.136089690035437 0.136089690035437 0 0 0 0 0 0 1 "ChLG5" 10124969 10128462 0.405369288862966 -1.05e-06 0.405370338862966 -0.392149156932036 -5.97881070093006 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC014286" "TC014286" "ChLG5" 0 0 0 0 "No shift" "synonymous_variant" "LOW" 0.0255700363352146 0.0255700363352146 0 0 0 0 0 0 1 "ChLG5" 10302884 10304371 0.19862597338232 2.13e-05 0.19860467338232 -0.701963961484831 -4.67162039656126 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC014295" "TC014295" "ChLG5" 2 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" 0.119561020144343 0.119561020144343 0 0 0 0 0 0 1 "ChLG5" 10394398 10421195 0.817038688195861 4.42e-07 0.817038246195861 -0.0877573783853723 -6.35457773065091 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC014309" "TC014309" "ChLG5" 1 1 0 0 "Single shift" "synonymous_variant" "LOW" -0.00161910129510469 0.00161910129510469 0 0 0 0 0 0 1 "ChLG5" 10784569 10785954 -0.00177533230049 5.24e-06 -0.00178057230049 -2.75072034527819 -5.28066871301627 1 "eQTL carrier" 0 "Other" "Other" 1 "Single-phenotype eQTL carrier" 0 "Non-eQTL phenotype"
"TC014378" "TC014378" "ChLG5" 3 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" 0.0745318967536373 0.0745318967536373 0 0 0 0 0 0 1 "ChLG5" 12054475 12058886 -0.005460161013007 1.52e-05 -0.005475361013007 -2.26279455033017 -4.81815641205523 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC014398" "TC014398" "ChLG5" 2 1 1 0 "Partial/full parallelism" "missense_variant" "MODERATE" 0.0269349973225773 0.0269349973225773 0 0 0 0 0 1 0 "ChLG5" 12188106 12193441 0.099046802895745 3.08e-05 0.099016002895745 -1.00415953837021 -4.51144928349956 1 "eQTL carrier" 0 "Other" "Hub gene" 2 "Pleiotropic eQTL carrier" 0 "Non-eQTL phenotype"
"TC014465" "TC014465" "ChLG5" 1 1 0 0 "Single shift" "synonymous_variant" "LOW" 0.177727698032624 0.177727698032624 0 0 0 0 0 0 1 "ChLG5" 13089510 13092760 -0.004757060519233 2.09e-05 -0.004777960519233 -2.32266132345886 -4.67985371388895 1 "eQTL carrier" 0 "Other" "Other" 1 "Single-phenotype eQTL carrier" 0 "Non-eQTL phenotype"
"TC014505" "TC014505" "ChLG7" 1 1 0 0 "Single shift" "upstream_gene_variant" "MODIFIER" 0.0913512981464314 0.0913512981464314 0 0 0 0 0 0 1 "ChLG7" 8566085 8566841 0.025378448504418 -6.28e-06 0.025384728504418 -1.5955349317514 -5.2020403562628 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC014514" "TC014514" "ChLG7" 2 1 1 0 "Partial/full parallelism" "synonymous_variant" "LOW" 0.0724913362787753 0.0724913362787753 0 0 0 0 0 0 1 "ChLG7" 8447842 8448661 0.046433638234369 -1.12e-05 0.046444838234369 -1.33316728654259 -4.95078197732982 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC014515" "TC014515" "ChLG7" 5 1 1 1 "Partial/full parallelism" "upstream_gene_variant" "MODIFIER" 0.103247052459844 0.103247052459844 0 0 0 0 0 0 1 "ChLG7" 8446152 8447563 0.042227144036069 6.67e-06 0.042220474036069 -1.37440829037994 -5.17587416608345 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
"TC014516" "TC014516" "ChLG7" 2 1 1 0 "Partial/full parallelism" "missense_variant" "MODERATE" -0.0518220375582335 0.0518220375582335 0 0 0 0 0 0 1 "ChLG7" 8433687 8443322 0.027592687353275 6.76e-06 0.027585927353275 -1.5592059999245 -5.17005330405836 0 "Other" 0 "Other" "Other" 0 "Non-eQTL carrier" 0 "Non-eQTL phenotype"
